transactionId,productId,transactionAmount,transactionDatetime
1403,10,3000,2023-09-05 20:50:00
1404,30,2000,2023-09-05 20:55:00
1405,40,4000,2023-09-05 21:00:00
1406,10,2000,2023-09-05 21:05:00
1407,20,3000,2023-09-05 21:10:00
1408,40,4000,2023-09-05 21:15:00
1409,20,2000,2023-09-05 21:20:00
1410,10,4000,2023-09-05 21:25:00
1411,40,3000,2023-09-05 21:30:00
1412,10,3000,2023-09-05 21:35:00
1413,20,3000,2023-09-05 21:40:00
1414,30,3000,2023-09-05 21:45:00
1415,40,4000,2023-09-05 21:50:00
1416,40,3000,2023-09-05 21:55:00
1417,20,2000,2023-09-05 22:00:00
1418,10,3000,2023-09-05 22:05:00
1419,30,3000,2023-09-05 22:10:00
1420,10,3000,2023-09-05 22:15:00
1421,40,1000,2023-09-05 22:20:00
1422,10,1000,2023-09-05 22:25:00
1423,30,3000,2023-09-05 22:30:00
1424,10,3000,2023-09-05 22:35:00
1425,30,4000,2023-09-05 22:40:00
1426,10,2000,2023-09-05 22:45:00
1427,30,1000,2023-09-05 22:50:00
1428,30,1000,2023-09-05 22:55:00
1429,30,3000,2023-09-05 23:00:00
1430,20,4000,2023-09-05 23:05:00
1431,30,3000,2023-09-05 23:10:00
1432,10,4000,2023-09-05 23:15:00
1433,40,3000,2023-09-05 23:20:00
1434,10,4000,2023-09-05 23:25:00
1435,20,3000,2023-09-05 23:30:00
1436,30,3000,2023-09-05 23:35:00
1437,30,1000,2023-09-05 23:40:00
1438,20,1000,2023-09-05 23:45:00
1439,20,2000,2023-09-05 23:50:00
1440,10,3000,2023-09-05 23:55:00
1441,40,3000,2023-09-06 00:00:00
1442,20,1000,2023-09-06 00:05:00
1443,30,4000,2023-09-06 00:10:00
1444,40,3000,2023-09-06 00:15:00
1445,40,1000,2023-09-06 00:20:00
1446,10,2000,2023-09-06 00:25:00
1447,20,3000,2023-09-06 00:30:00
1448,20,4000,2023-09-06 00:35:00
1449,20,1000,2023-09-06 00:40:00
1450,30,3000,2023-09-06 00:45:00
1451,20,3000,2023-09-06 00:50:00
1452,10,2000,2023-09-06 00:55:00
1453,20,4000,2023-09-06 01:00:00
1454,30,2000,2023-09-06 01:05:00
1455,40,1000,2023-09-06 01:10:00
1456,10,3000,2023-09-06 01:15:00
1457,40,1000,2023-09-06 01:20:00
1458,40,1000,2023-09-06 01:25:00
1459,30,2000,2023-09-06 01:30:00
1460,10,2000,2023-09-06 01:35:00
1461,20,3000,2023-09-06 01:40:00
1462,20,3000,2023-09-06 01:45:00
1463,40,2000,2023-09-06 01:50:00
1464,20,2000,2023-09-06 01:55:00
1465,10,2000,2023-09-06 02:00:00
1466,30,3000,2023-09-06 02:05:00
1467,20,2000,2023-09-06 02:10:00
1468,10,2000,2023-09-06 02:15:00
1469,30,2000,2023-09-06 02:20:00
1470,10,4000,2023-09-06 02:25:00
1471,40,1000,2023-09-06 02:30:00
1472,10,1000,2023-09-06 02:35:00
1473,30,4000,2023-09-06 02:40:00
1474,30,3000,2023-09-06 02:45:00
1475,30,1000,2023-09-06 02:50:00
1476,10,2000,2023-09-06 02:55:00
1477,20,4000,2023-09-06 03:00:00
1478,30,4000,2023-09-06 03:05:00
1479,10,4000,2023-09-06 03:10:00
1480,10,3000,2023-09-06 03:15:00
1481,20,2000,2023-09-06 03:20:00
1482,20,4000,2023-09-06 03:25:00
1483,40,2000,2023-09-06 03:30:00
1484,10,3000,2023-09-06 03:35:00
1485,20,4000,2023-09-06 03:40:00
1486,40,3000,2023-09-06 03:45:00
1487,20,4000,2023-09-06 03:50:00
1488,10,1000,2023-09-06 03:55:00
1489,10,2000,2023-09-06 04:00:00
1490,10,2000,2023-09-06 04:05:00
1491,40,4000,2023-09-06 04:10:00
1492,30,4000,2023-09-06 04:15:00
1493,20,2000,2023-09-06 04:20:00
1494,10,1000,2023-09-06 04:25:00
1495,20,4000,2023-09-06 04:30:00
1496,40,3000,2023-09-06 04:35:00
1497,10,1000,2023-09-06 04:40:00
1498,10,4000,2023-09-06 04:45:00
1499,10,4000,2023-09-06 04:50:00
1500,40,1000,2023-09-06 04:55:00
1501,20,3000,2023-09-06 05:00:00
1502,10,2000,2023-09-06 05:05:00
1503,30,1000,2023-09-06 05:10:00
1504,40,2000,2023-09-06 05:15:00
1505,40,2000,2023-09-06 05:20:00
1506,40,3000,2023-09-06 05:25:00
1507,40,2000,2023-09-06 05:30:00
1508,10,3000,2023-09-06 05:35:00
1509,10,2000,2023-09-06 05:40:00
1510,40,1000,2023-09-06 05:45:00
1511,10,4000,2023-09-06 05:50:00
1512,10,4000,2023-09-06 05:55:00
1513,30,1000,2023-09-06 06:00:00
1514,10,4000,2023-09-06 06:05:00
1515,20,1000,2023-09-06 06:10:00
1516,20,3000,2023-09-06 06:15:00
1517,40,1000,2023-09-06 06:20:00
1518,10,4000,2023-09-06 06:25:00
1519,30,4000,2023-09-06 06:30:00
1520,30,2000,2023-09-06 06:35:00
1521,40,4000,2023-09-06 06:40:00
1522,30,4000,2023-09-06 06:45:00
1523,10,4000,2023-09-06 06:50:00
1524,10,2000,2023-09-06 06:55:00
1525,40,1000,2023-09-06 07:00:00
1526,30,1000,2023-09-06 07:05:00
1527,30,3000,2023-09-06 07:10:00
1528,30,4000,2023-09-06 07:15:00
1529,30,4000,2023-09-06 07:20:00
1530,40,3000,2023-09-06 07:25:00
1531,30,2000,2023-09-06 07:30:00
1532,10,3000,2023-09-06 07:35:00
1533,30,3000,2023-09-06 07:40:00
1534,10,1000,2023-09-06 07:45:00
1535,30,4000,2023-09-06 07:50:00
1536,40,3000,2023-09-06 07:55:00
1537,10,2000,2023-09-06 08:00:00
1538,10,3000,2023-09-06 08:05:00
1539,30,1000,2023-09-06 08:10:00
1540,30,2000,2023-09-06 08:15:00
1541,40,3000,2023-09-06 08:20:00
1542,40,1000,2023-09-06 08:25:00
1543,10,4000,2023-09-06 08:30:00
1544,10,2000,2023-09-06 08:35:00
1545,20,2000,2023-09-06 08:40:00
1546,30,3000,2023-09-06 08:45:00
1547,30,1000,2023-09-06 08:50:00
1548,20,4000,2023-09-06 08:55:00
1549,30,4000,2023-09-06 09:00:00
1550,20,1000,2023-09-06 09:05:00
1551,10,4000,2023-09-06 09:10:00
1552,10,4000,2023-09-06 09:15:00
1553,30,4000,2023-09-06 09:20:00
1554,30,2000,2023-09-06 09:25:00
1555,30,3000,2023-09-06 09:30:00
1556,10,1000,2023-09-06 09:35:00
1557,10,4000,2023-09-06 09:40:00
1558,20,3000,2023-09-06 09:45:00
1559,30,2000,2023-09-06 09:50:00
1560,30,4000,2023-09-06 09:55:00
1561,40,2000,2023-09-06 10:00:00
1562,30,4000,2023-09-06 10:05:00
1563,40,1000,2023-09-06 10:10:00
1564,10,2000,2023-09-06 10:15:00
1565,30,3000,2023-09-06 10:20:00
1566,10,2000,2023-09-06 10:25:00
1567,30,1000,2023-09-06 10:30:00
1568,10,1000,2023-09-06 10:35:00
1569,20,3000,2023-09-06 10:40:00
1570,10,4000,2023-09-06 10:45:00
1571,20,4000,2023-09-06 10:50:00
1572,20,2000,2023-09-06 10:55:00
1573,30,1000,2023-09-06 11:00:00
1574,30,3000,2023-09-06 11:05:00
1575,10,2000,2023-09-06 11:10:00
1576,40,2000,2023-09-06 11:15:00
1577,20,1000,2023-09-06 11:20:00
1578,20,4000,2023-09-06 11:25:00
1579,10,4000,2023-09-06 11:30:00
1580,10,3000,2023-09-06 11:35:00
1581,40,2000,2023-09-06 11:40:00
1582,20,4000,2023-09-06 11:45:00
1583,30,3000,2023-09-06 11:50:00
1584,30,4000,2023-09-06 11:55:00
1585,20,2000,2023-09-06 12:00:00
1586,30,4000,2023-09-06 12:05:00
1587,20,1000,2023-09-06 12:10:00
1588,10,1000,2023-09-06 12:15:00
1589,30,1000,2023-09-06 12:20:00
1590,30,3000,2023-09-06 12:25:00
1591,20,2000,2023-09-06 12:30:00
1592,10,4000,2023-09-06 12:35:00
1593,40,4000,2023-09-06 12:40:00
1594,40,2000,2023-09-06 12:45:00
1595,10,4000,2023-09-06 12:50:00
1596,30,4000,2023-09-06 12:55:00
1597,20,4000,2023-09-06 13:00:00
1598,30,3000,2023-09-06 13:05:00
1599,10,3000,2023-09-06 13:10:00
1600,30,3000,2023-09-06 13:15:00
1601,10,3000,2023-09-06 13:20:00
1602,30,3000,2023-09-06 13:25:00
1603,30,1000,2023-09-06 13:30:00
1604,40,3000,2023-09-06 13:35:00
1605,10,2000,2023-09-06 13:40:00
1606,40,1000,2023-09-06 13:45:00
1607,20,4000,2023-09-06 13:50:00
1608,30,2000,2023-09-06 13:55:00
1609,10,4000,2023-09-06 14:00:00
1610,20,3000,2023-09-06 14:05:00
1611,40,3000,2023-09-06 14:10:00
1612,20,3000,2023-09-06 14:15:00
1613,30,4000,2023-09-06 14:20:00
1614,30,3000,2023-09-06 14:25:00
1615,10,4000,2023-09-06 14:30:00
1616,10,3000,2023-09-06 14:35:00
1617,20,4000,2023-09-06 14:40:00
1618,20,3000,2023-09-06 14:45:00
1619,10,1000,2023-09-06 14:50:00
1620,20,4000,2023-09-06 14:55:00
1621,10,4000,2023-09-06 15:00:00
1622,30,4000,2023-09-06 15:05:00
1623,10,3000,2023-09-06 15:10:00
1624,40,2000,2023-09-06 15:15:00
1625,30,3000,2023-09-06 15:20:00
1626,30,4000,2023-09-06 15:25:00
1627,10,1000,2023-09-06 15:30:00
1628,40,4000,2023-09-06 15:35:00
1629,10,1000,2023-09-06 15:40:00
1630,20,1000,2023-09-06 15:45:00
1631,30,3000,2023-09-06 15:50:00
1632,40,4000,2023-09-06 15:55:00
1633,40,2000,2023-09-06 16:00:00
1634,20,2000,2023-09-06 16:05:00
1635,40,1000,2023-09-06 16:10:00
1636,20,2000,2023-09-06 16:15:00
1637,10,3000,2023-09-06 16:20:00
1638,30,2000,2023-09-06 16:25:00
1639,30,1000,2023-09-06 16:30:00
1640,10,4000,2023-09-06 16:35:00
1641,10,1000,2023-09-06 16:40:00
1642,20,1000,2023-09-06 16:45:00
1643,10,4000,2023-09-06 16:50:00
1644,20,2000,2023-09-06 16:55:00
1645,40,3000,2023-09-06 17:00:00
1646,10,3000,2023-09-06 17:05:00
1647,30,2000,2023-09-06 17:10:00
1648,10,3000,2023-09-06 17:15:00
1649,10,1000,2023-09-06 17:20:00
1650,10,1000,2023-09-06 17:25:00
1651,10,2000,2023-09-06 17:30:00
1652,10,3000,2023-09-06 17:35:00
1653,40,4000,2023-09-06 17:40:00
1654,40,2000,2023-09-06 17:45:00
1655,30,1000,2023-09-06 17:50:00
1656,20,4000,2023-09-06 17:55:00
1657,10,4000,2023-09-06 18:00:00
1658,30,4000,2023-09-06 18:05:00
1659,40,1000,2023-09-06 18:10:00
1660,30,3000,2023-09-06 18:15:00
1661,10,2000,2023-09-06 18:20:00
1662,20,4000,2023-09-06 18:25:00
1663,30,3000,2023-09-06 18:30:00
1664,20,4000,2023-09-06 18:35:00
1665,10,2000,2023-09-06 18:40:00
1666,20,2000,2023-09-06 18:45:00
1667,40,1000,2023-09-06 18:50:00
1668,30,4000,2023-09-06 18:55:00
1669,10,2000,2023-09-06 19:00:00
1670,20,2000,2023-09-06 19:05:00
1671,30,3000,2023-09-06 19:10:00
1672,30,1000,2023-09-06 19:15:00
1673,20,1000,2023-09-06 19:20:00
1674,20,1000,2023-09-06 19:25:00
1675,30,3000,2023-09-06 19:30:00
1676,40,2000,2023-09-06 19:35:00
1677,20,4000,2023-09-06 19:40:00
1678,10,3000,2023-09-06 19:45:00
1679,30,3000,2023-09-06 19:50:00
1680,20,3000,2023-09-06 19:55:00
1681,10,3000,2023-09-06 20:00:00
1682,20,3000,2023-09-06 20:05:00
1683,10,1000,2023-09-06 20:10:00
1684,20,4000,2023-09-06 20:15:00
1685,40,1000,2023-09-06 20:20:00
1686,40,2000,2023-09-06 20:25:00
1687,40,3000,2023-09-06 20:30:00
1688,20,4000,2023-09-06 20:35:00
1689,40,2000,2023-09-06 20:40:00
1690,30,2000,2023-09-06 20:45:00
1691,40,4000,2023-09-06 20:50:00
1692,30,3000,2023-09-06 20:55:00
1693,40,3000,2023-09-06 21:00:00
1694,30,4000,2023-09-06 21:05:00
1695,20,4000,2023-09-06 21:10:00
1696,10,2000,2023-09-06 21:15:00
1697,10,1000,2023-09-06 21:20:00
1698,30,1000,2023-09-06 21:25:00
1699,20,1000,2023-09-06 21:30:00
1700,20,3000,2023-09-06 21:35:00
1701,30,2000,2023-09-06 21:40:00
1702,30,4000,2023-09-06 21:45:00
1703,20,2000,2023-09-06 21:50:00
1704,40,2000,2023-09-06 21:55:00
1705,30,1000,2023-09-06 22:00:00
1706,10,1000,2023-09-06 22:05:00
1707,40,3000,2023-09-06 22:10:00
1708,30,2000,2023-09-06 22:15:00
1709,40,4000,2023-09-06 22:20:00
1710,20,3000,2023-09-06 22:25:00
1711,40,4000,2023-09-06 22:30:00
1712,40,2000,2023-09-06 22:35:00
1713,30,2000,2023-09-06 22:40:00
1714,10,3000,2023-09-06 22:45:00
1715,40,1000,2023-09-06 22:50:00
1716,10,4000,2023-09-06 22:55:00
1717,30,3000,2023-09-06 23:00:00
1718,10,1000,2023-09-06 23:05:00
1719,10,1000,2023-09-06 23:10:00
1720,10,1000,2023-09-06 23:15:00
1721,20,2000,2023-09-06 23:20:00
1722,30,4000,2023-09-06 23:25:00
1723,10,3000,2023-09-06 23:30:00
1724,30,1000,2023-09-06 23:35:00
1725,40,2000,2023-09-06 23:40:00
1726,40,4000,2023-09-06 23:45:00
1727,20,3000,2023-09-06 23:50:00
1728,10,4000,2023-09-06 23:55:00
1729,40,4000,2023-09-07 00:00:00
1730,20,2000,2023-09-07 00:05:00
1731,40,3000,2023-09-07 00:10:00
1732,20,3000,2023-09-07 00:15:00
1733,40,3000,2023-09-07 00:20:00
1734,30,1000,2023-09-07 00:25:00
1735,10,3000,2023-09-07 00:30:00
1736,10,2000,2023-09-07 00:35:00
1737,30,1000,2023-09-07 00:40:00
1738,30,3000,2023-09-07 00:45:00
1739,20,1000,2023-09-07 00:50:00
1740,40,3000,2023-09-07 00:55:00
1741,10,1000,2023-09-07 01:00:00
1742,20,3000,2023-09-07 01:05:00
1743,10,3000,2023-09-07 01:10:00
1744,10,4000,2023-09-07 01:15:00
1745,30,4000,2023-09-07 01:20:00
1746,20,3000,2023-09-07 01:25:00
1747,20,3000,2023-09-07 01:30:00
1748,30,1000,2023-09-07 01:35:00
1749,40,2000,2023-09-07 01:40:00
1750,20,1000,2023-09-07 01:45:00
1751,10,3000,2023-09-07 01:50:00
1752,20,2000,2023-09-07 01:55:00
1753,40,1000,2023-09-07 02:00:00
1754,30,2000,2023-09-07 02:05:00
1755,10,2000,2023-09-07 02:10:00
1756,20,1000,2023-09-07 02:15:00
1757,10,1000,2023-09-07 02:20:00
1758,20,4000,2023-09-07 02:25:00
1759,40,2000,2023-09-07 02:30:00
1760,30,1000,2023-09-07 02:35:00
1761,30,4000,2023-09-07 02:40:00
1762,20,2000,2023-09-07 02:45:00
1763,10,2000,2023-09-07 02:50:00
1764,30,1000,2023-09-07 02:55:00
1765,30,4000,2023-09-07 03:00:00
1766,30,3000,2023-09-07 03:05:00
1767,30,4000,2023-09-07 03:10:00
1768,30,3000,2023-09-07 03:15:00
1769,20,1000,2023-09-07 03:20:00
1770,30,1000,2023-09-07 03:25:00
1771,10,4000,2023-09-07 03:30:00
1772,30,1000,2023-09-07 03:35:00
1773,20,1000,2023-09-07 03:40:00
1774,20,3000,2023-09-07 03:45:00
1775,10,2000,2023-09-07 03:50:00
1776,30,1000,2023-09-07 03:55:00
1777,10,3000,2023-09-07 04:00:00
1778,10,1000,2023-09-07 04:05:00
1779,20,2000,2023-09-07 04:10:00
1780,40,2000,2023-09-07 04:15:00
1781,40,4000,2023-09-07 04:20:00
1782,10,1000,2023-09-07 04:25:00
1783,30,2000,2023-09-07 04:30:00
1784,10,4000,2023-09-07 04:35:00
1785,10,1000,2023-09-07 04:40:00
1786,10,2000,2023-09-07 04:45:00
1787,10,2000,2023-09-07 04:50:00
1788,30,3000,2023-09-07 04:55:00
1789,10,4000,2023-09-07 05:00:00
1790,10,4000,2023-09-07 05:05:00
1791,20,2000,2023-09-07 05:10:00
1792,20,3000,2023-09-07 05:15:00
1793,30,2000,2023-09-07 05:20:00
1794,30,2000,2023-09-07 05:25:00
1795,20,2000,2023-09-07 05:30:00
1796,40,1000,2023-09-07 05:35:00
1797,30,2000,2023-09-07 05:40:00
1798,30,1000,2023-09-07 05:45:00
1799,10,2000,2023-09-07 05:50:00
1800,10,1000,2023-09-07 05:55:00
1801,30,3000,2023-09-07 06:00:00
1802,30,4000,2023-09-07 06:05:00
1803,20,4000,2023-09-07 06:10:00
1804,30,2000,2023-09-07 06:15:00
1805,10,3000,2023-09-07 06:20:00
1806,10,1000,2023-09-07 06:25:00
1807,10,3000,2023-09-07 06:30:00
1808,20,3000,2023-09-07 06:35:00
1809,20,4000,2023-09-07 06:40:00
1810,20,1000,2023-09-07 06:45:00
1811,10,4000,2023-09-07 06:50:00
1812,30,2000,2023-09-07 06:55:00
1813,10,2000,2023-09-07 07:00:00
1814,20,2000,2023-09-07 07:05:00
1815,30,3000,2023-09-07 07:10:00
1816,30,4000,2023-09-07 07:15:00
1817,40,3000,2023-09-07 07:20:00
1818,20,1000,2023-09-07 07:25:00
1819,10,1000,2023-09-07 07:30:00
1820,20,2000,2023-09-07 07:35:00
1821,40,2000,2023-09-07 07:40:00
1822,10,1000,2023-09-07 07:45:00
1823,10,4000,2023-09-07 07:50:00
1824,30,3000,2023-09-07 07:55:00
1825,10,4000,2023-09-07 08:00:00
1826,30,1000,2023-09-07 08:05:00
1827,10,4000,2023-09-07 08:10:00
1828,30,4000,2023-09-07 08:15:00
1829,30,4000,2023-09-07 08:20:00
1830,10,1000,2023-09-07 08:25:00
1831,10,3000,2023-09-07 08:30:00
1832,20,3000,2023-09-07 08:35:00
1833,30,2000,2023-09-07 08:40:00
1834,10,4000,2023-09-07 08:45:00
1835,30,4000,2023-09-07 08:50:00
1836,20,1000,2023-09-07 08:55:00
1837,10,2000,2023-09-07 09:00:00
1838,40,2000,2023-09-07 09:05:00
1839,40,3000,2023-09-07 09:10:00
1840,10,1000,2023-09-07 09:15:00
1841,40,3000,2023-09-07 09:20:00
1842,20,1000,2023-09-07 09:25:00
1843,20,4000,2023-09-07 09:30:00
1844,40,3000,2023-09-07 09:35:00
1845,10,1000,2023-09-07 09:40:00
1846,30,4000,2023-09-07 09:45:00
1847,10,1000,2023-09-07 09:50:00
1848,40,3000,2023-09-07 09:55:00
1849,10,2000,2023-09-07 10:00:00
1850,40,1000,2023-09-07 10:05:00
1851,20,1000,2023-09-07 10:10:00
1852,40,4000,2023-09-07 10:15:00
1853,20,4000,2023-09-07 10:20:00
1854,30,3000,2023-09-07 10:25:00
1855,20,2000,2023-09-07 10:30:00
1856,30,3000,2023-09-07 10:35:00
1857,40,4000,2023-09-07 10:40:00
1858,30,2000,2023-09-07 10:45:00
1859,20,3000,2023-09-07 10:50:00
1860,40,2000,2023-09-07 10:55:00
1861,40,3000,2023-09-07 11:00:00
1862,10,3000,2023-09-07 11:05:00
1863,20,4000,2023-09-07 11:10:00
1864,30,1000,2023-09-07 11:15:00
1865,30,1000,2023-09-07 11:20:00
1866,30,4000,2023-09-07 11:25:00
1867,10,1000,2023-09-07 11:30:00
1868,40,4000,2023-09-07 11:35:00
1869,30,3000,2023-09-07 11:40:00
1870,30,3000,2023-09-07 11:45:00
1871,30,3000,2023-09-07 11:50:00
1872,30,1000,2023-09-07 11:55:00
1873,20,1000,2023-09-07 12:00:00
1874,40,1000,2023-09-07 12:05:00
1875,40,3000,2023-09-07 12:10:00
1876,40,1000,2023-09-07 12:15:00
1877,10,4000,2023-09-07 12:20:00
1878,40,1000,2023-09-07 12:25:00
1879,30,1000,2023-09-07 12:30:00
1880,30,3000,2023-09-07 12:35:00
1881,20,2000,2023-09-07 12:40:00
1882,10,1000,2023-09-07 12:45:00
1883,30,2000,2023-09-07 12:50:00
1884,30,4000,2023-09-07 12:55:00
1885,20,3000,2023-09-07 13:00:00
1886,10,2000,2023-09-07 13:05:00
1887,10,4000,2023-09-07 13:10:00
1888,10,3000,2023-09-07 13:15:00
1889,30,1000,2023-09-07 13:20:00
1890,10,2000,2023-09-07 13:25:00
1891,10,3000,2023-09-07 13:30:00
1892,20,3000,2023-09-07 13:35:00
1893,10,4000,2023-09-07 13:40:00
1894,40,1000,2023-09-07 13:45:00
1895,30,3000,2023-09-07 13:50:00
1896,40,1000,2023-09-07 13:55:00
1897,30,4000,2023-09-07 14:00:00
1898,10,3000,2023-09-07 14:05:00
1899,40,1000,2023-09-07 14:10:00
1900,20,3000,2023-09-07 14:15:00
1901,20,4000,2023-09-07 14:20:00
1902,30,2000,2023-09-07 14:25:00
1903,40,3000,2023-09-07 14:30:00
1904,30,1000,2023-09-07 14:35:00
1905,40,2000,2023-09-07 14:40:00
1906,30,3000,2023-09-07 14:45:00
1907,20,3000,2023-09-07 14:50:00
1908,40,1000,2023-09-07 14:55:00
1909,40,1000,2023-09-07 15:00:00
1910,10,2000,2023-09-07 15:05:00
1911,40,1000,2023-09-07 15:10:00
1912,10,2000,2023-09-07 15:15:00
1913,40,4000,2023-09-07 15:20:00
1914,10,4000,2023-09-07 15:25:00
1915,10,1000,2023-09-07 15:30:00
1916,20,4000,2023-09-07 15:35:00
1917,40,2000,2023-09-07 15:40:00
1918,30,4000,2023-09-07 15:45:00
1919,10,3000,2023-09-07 15:50:00
1920,10,1000,2023-09-07 15:55:00
1921,40,3000,2023-09-07 16:00:00
1922,30,1000,2023-09-07 16:05:00
1923,10,2000,2023-09-07 16:10:00
1924,30,4000,2023-09-07 16:15:00
1925,20,3000,2023-09-07 16:20:00
1926,30,2000,2023-09-07 16:25:00
1927,10,2000,2023-09-07 16:30:00
1928,20,2000,2023-09-07 16:35:00
1929,30,2000,2023-09-07 16:40:00
1930,20,2000,2023-09-07 16:45:00
1931,40,1000,2023-09-07 16:50:00
1932,20,1000,2023-09-07 16:55:00
1933,10,1000,2023-09-07 17:00:00
1934,20,4000,2023-09-07 17:05:00
1935,20,4000,2023-09-07 17:10:00
1936,40,2000,2023-09-07 17:15:00
1937,30,4000,2023-09-07 17:20:00
1938,40,1000,2023-09-07 17:25:00
1939,40,2000,2023-09-07 17:30:00
1940,10,4000,2023-09-07 17:35:00
1941,20,4000,2023-09-07 17:40:00
1942,20,3000,2023-09-07 17:45:00
1943,10,4000,2023-09-07 17:50:00
1944,10,3000,2023-09-07 17:55:00
1945,10,2000,2023-09-07 18:00:00
1946,10,4000,2023-09-07 18:05:00
1947,10,2000,2023-09-07 18:10:00
1948,30,2000,2023-09-07 18:15:00
1949,10,2000,2023-09-07 18:20:00
1950,10,4000,2023-09-07 18:25:00
1951,20,2000,2023-09-07 18:30:00
1952,40,4000,2023-09-07 18:35:00
1953,40,3000,2023-09-07 18:40:00
1954,20,2000,2023-09-07 18:45:00
1955,30,4000,2023-09-07 18:50:00
1956,30,4000,2023-09-07 18:55:00
1957,20,1000,2023-09-07 19:00:00
1958,10,4000,2023-09-07 19:05:00
1959,30,2000,2023-09-07 19:10:00
1960,20,2000,2023-09-07 19:15:00
1961,10,3000,2023-09-07 19:20:00
1962,10,3000,2023-09-07 19:25:00
1963,30,1000,2023-09-07 19:30:00
1964,10,2000,2023-09-07 19:35:00
1965,20,1000,2023-09-07 19:40:00
1966,10,2000,2023-09-07 19:45:00
1967,10,4000,2023-09-07 19:50:00
1968,10,3000,2023-09-07 19:55:00
1969,20,4000,2023-09-07 20:00:00
1970,30,4000,2023-09-07 20:05:00
1971,10,2000,2023-09-07 20:10:00
1972,30,2000,2023-09-07 20:15:00
1973,40,2000,2023-09-07 20:20:00
1974,10,2000,2023-09-07 20:25:00
1975,40,3000,2023-09-07 20:30:00
1976,10,2000,2023-09-07 20:35:00
1977,30,3000,2023-09-07 20:40:00
1978,30,1000,2023-09-07 20:45:00
1979,40,2000,2023-09-07 20:50:00
1980,20,1000,2023-09-07 20:55:00
1981,30,1000,2023-09-07 21:00:00
1982,20,3000,2023-09-07 21:05:00
1983,10,1000,2023-09-07 21:10:00
1984,20,2000,2023-09-07 21:15:00
1985,10,3000,2023-09-07 21:20:00
1986,10,1000,2023-09-07 21:25:00
1987,20,3000,2023-09-07 21:30:00
1988,10,3000,2023-09-07 21:35:00
1989,20,1000,2023-09-07 21:40:00
1990,20,4000,2023-09-07 21:45:00
1991,10,1000,2023-09-07 21:50:00
1992,20,4000,2023-09-07 21:55:00
1993,10,1000,2023-09-07 22:00:00
1994,30,4000,2023-09-07 22:05:00
1995,30,1000,2023-09-07 22:10:00
1996,40,3000,2023-09-07 22:15:00
1997,40,2000,2023-09-07 22:20:00
1998,20,3000,2023-09-07 22:25:00
1999,10,3000,2023-09-07 22:30:00
2000,30,2000,2023-09-07 22:35:00
2001,40,4000,2023-09-07 22:40:00
2002,40,2000,2023-09-07 22:45:00
2003,20,2000,2023-09-07 22:50:00
2004,10,1000,2023-09-07 22:55:00
2005,40,3000,2023-09-07 23:00:00
2006,20,3000,2023-09-07 23:05:00
2007,10,2000,2023-09-07 23:10:00
2008,20,2000,2023-09-07 23:15:00
2009,20,4000,2023-09-07 23:20:00
2010,20,4000,2023-09-07 23:25:00
2011,20,3000,2023-09-07 23:30:00
2012,20,3000,2023-09-07 23:35:00
2013,30,1000,2023-09-07 23:40:00
2014,40,1000,2023-09-07 23:45:00
2015,20,2000,2023-09-07 23:50:00
2016,40,2000,2023-09-07 23:55:00
2017,40,2000,2023-09-08 00:00:00
2018,20,4000,2023-09-08 00:05:00
2019,30,2000,2023-09-08 00:10:00
2020,20,4000,2023-09-08 00:15:00
2021,10,2000,2023-09-08 00:20:00
2022,20,4000,2023-09-08 00:25:00
2023,30,1000,2023-09-08 00:30:00
2024,20,4000,2023-09-08 00:35:00
2025,20,4000,2023-09-08 00:40:00
2026,10,1000,2023-09-08 00:45:00
2027,40,2000,2023-09-08 00:50:00
2028,40,4000,2023-09-08 00:55:00
2029,20,4000,2023-09-08 01:00:00
2030,40,3000,2023-09-08 01:05:00
2031,30,4000,2023-09-08 01:10:00
2032,30,2000,2023-09-08 01:15:00
2033,20,2000,2023-09-08 01:20:00
2034,10,1000,2023-09-08 01:25:00
2035,10,3000,2023-09-08 01:30:00
2036,30,3000,2023-09-08 01:35:00
2037,20,3000,2023-09-08 01:40:00
2038,40,3000,2023-09-08 01:45:00
2039,30,4000,2023-09-08 01:50:00
2040,20,3000,2023-09-08 01:55:00
2041,10,4000,2023-09-08 02:00:00
2042,20,2000,2023-09-08 02:05:00
2043,30,2000,2023-09-08 02:10:00
2044,40,4000,2023-09-08 02:15:00
2045,20,2000,2023-09-08 02:20:00
2046,10,1000,2023-09-08 02:25:00
2047,10,2000,2023-09-08 02:30:00
2048,40,1000,2023-09-08 02:35:00
2049,10,3000,2023-09-08 02:40:00
2050,30,3000,2023-09-08 02:45:00
2051,20,4000,2023-09-08 02:50:00
2052,30,4000,2023-09-08 02:55:00
2053,30,4000,2023-09-08 03:00:00
2054,40,3000,2023-09-08 03:05:00
2055,30,4000,2023-09-08 03:10:00
2056,30,4000,2023-09-08 03:15:00
2057,40,3000,2023-09-08 03:20:00
2058,20,4000,2023-09-08 03:25:00
2059,10,1000,2023-09-08 03:30:00
2060,30,4000,2023-09-08 03:35:00
2061,40,4000,2023-09-08 03:40:00
2062,30,3000,2023-09-08 03:45:00
2063,10,4000,2023-09-08 03:50:00
2064,30,1000,2023-09-08 03:55:00
2065,40,1000,2023-09-08 04:00:00
2066,30,1000,2023-09-08 04:05:00
2067,40,3000,2023-09-08 04:10:00
